repo_path;path;original_path
Rust/swc-project~swc;ecmascript/transforms/typescript/tests/fixture/next/server/render/1/input.tsx;crates/swc_ecma_transforms_typescript/tests/fixture/next/server/render/1/input.tsx
Rust/swc-project~swc;ecmascript/parser/benches/files/jquery-1.9.1.js;crates/swc_ecma_parser/benches/files/jquery-1.9.1.js
Rust/swc-project~swc;ecmascript/parser/benches/files/jquery.mobile-1.4.2.js;crates/swc_ecma_parser/benches/files/jquery.mobile-1.4.2.js
Rust/swc-project~swc;ecmascript/minifier/src/compress/pure/misc.rs;crates/swc_ecma_minifier/src/compress/pure/misc.rs
Rust/swc-project~swc;ecmascript/parser/benches/files/mootools-1.4.5.js;crates/swc_ecma_parser/benches/files/mootools-1.4.5.js
Rust/swc-project~swc;ecmascript/transforms/optimization/tests/simplify_inlining.rs;crates/swc_ecma_transforms_optimization/tests/simplify_inlining.rs
Rust/swc-project~swc;ecmascript/parser/src/parser/stmt.rs;crates/swc_ecma_parser/src/parser/stmt.rs
Rust/swc-project~swc;ecmascript/transforms/typescript/tests/strip.rs;crates/swc_ecma_transforms_typescript/tests/strip.rs
Rust/swc-project~swc;crates/binding_core_wasm/src/types.rs;bindings/binding_core_wasm/src/types.rs
Rust/swc-project~swc;ecmascript/parser/benches/files/yui-3.12.0.js;crates/swc_ecma_parser/benches/files/yui-3.12.0.js
Rust/tauri-apps~tauri;core/tauri-utils/src/config.rs;crates/tauri-utils/src/config.rs
Rust/tauri-apps~tauri;core/tauri/src/window/mod.rs;crates/tauri/src/window/mod.rs
Rust/tauri-apps~tauri;tooling/cli/src/interface/rust.rs;crates/tauri-cli/src/interface/rust.rs
Rust/typst~typst;crates/typst/src/syntax/ast.rs;crates/typst-syntax/src/ast.rs
Rust/typst~typst;crates/typst/src/ide/complete.rs;crates/typst-ide/src/complete.rs
Rust/typst~typst;crates/typst/src/syntax/parser.rs;crates/typst-syntax/src/parser.rs
Rust/vercel~turbo;crates/turborepo-lib/src/cli.rs;crates/turborepo-lib/src/cli/mod.rs
Rust/zed-industries~zed;crates/ai/src/assistant.rs;crates/assistant/src/assistant_panel.rs
Rust/zed-industries~zed;crates/language/src/lib.rs;crates/language/src/buffer.rs
Rust/zed-industries~zed;crates/find/src/buffer_find.rs;crates/search/src/buffer_search.rs
Rust/zed-industries~zed;crates/language/src/tests.rs;crates/language/src/buffer_tests.rs
Rust/zed-industries~zed;crates/client/src/lib.rs;crates/client/src/client.rs
Rust/zed-industries~zed;crates/collab_ui/src/panel.rs;crates/collab_ui/src/collab_panel.rs
Rust/zed-industries~zed;crates/theme2/src/default_colors.rs;crates/theme/src/default_colors.rs
Rust/zed-industries~zed;crates/zed/src/editor/display_map.rs;crates/editor/src/display_map.rs
Rust/zed-industries~zed;crates/gpui2/src/elements/div.rs;crates/gpui/src/elements/div.rs
Rust/zed-industries~zed;crates/editor/src/lib.rs;crates/editor/src/editor.rs
Rust/zed-industries~zed;crates/zed/src/editor/element.rs;crates/editor/src/element.rs
Rust/zed-industries~zed;crates/zed/src/editor/display_map/fold_map.rs;crates/editor/src/display_map/fold_map.rs
Rust/zed-industries~zed;crates/project/src/fs.rs;crates/fs/src/fs.rs
Rust/zed-industries~zed;crates/editor/src/link_go_to_definition.rs;crates/editor/src/hover_links.rs
Rust/zed-industries~zed;crates/collab/src/integration_tests.rs;crates/collab/src/tests/integration_tests.rs
Rust/zed-industries~zed;crates/workspace/src/items.rs;crates/editor/src/items.rs
Rust/zed-industries~zed;crates/lsp/src/lib.rs;crates/lsp/src/lsp.rs
Rust/zed-industries~zed;crates/editor/src/multi_buffer.rs;crates/multi_buffer/src/multi_buffer.rs
Rust/zed-industries~zed;crates/zed/src/workspace/pane.rs;crates/workspace/src/pane.rs
Rust/zed-industries~zed;crates/project/src/lib.rs;crates/project/src/project.rs
Rust/zed-industries~zed;crates/project_panel/src/lib.rs;crates/project_panel/src/project_panel.rs
Rust/zed-industries~zed;crates/find/src/project_find.rs;crates/search/src/project_search.rs
Rust/zed-industries~zed;crates/call/src/room.rs;crates/call/src/macos/room.rs
Rust/zed-industries~zed;crates/text/src/rope.rs;crates/rope/src/rope.rs
Rust/zed-industries~zed;crates/server/src/rpc.rs;crates/collab/src/rpc.rs
Rust/zed-industries~zed;crates/buffer/src/lib.rs;crates/text/src/text.rs
Rust/zed-industries~zed;gpui/src/platform/mac/window.rs;crates/gpui/src/platform/mac/window.rs
Rust/zed-industries~zed;crates/workspace/src/lib.rs;crates/workspace/src/workspace.rs
Rust/zed-industries~zed;crates/project_core/src/worktree.rs;crates/worktree/src/worktree.rs
Rust/zed-industries~zed;crates/project_core/src/worktree_tests.rs;crates/worktree/src/worktree_tests.rs
Rust/zed-industries~zed;crates/zed/src/lib.rs;crates/zed/src/zed.rs
Swift/Alamofire~Alamofire;Tests/ServerTrustPolicyTests.swift;Tests/ServerTrustEvaluatorTests.swift
Swift/Alamofire~Alamofire;Source/Session.swift;Source/Core/Session.swift
Swift/Alamofire~Alamofire;Tests/SessionManagerTests.swift;Tests/SessionTests.swift
Swift/Alamofire~Alamofire;Source/URLEncodedFormEncoder.swift;Source/Features/URLEncodedFormEncoder.swift
Swift/Carthage~Carthage;CarthageKit/Project.swift;Source/CarthageKit/Project.swift
Swift/Carthage~Carthage;CarthageKit/Xcode.swift;Source/CarthageKit/Xcode.swift
Swift/ChartsOrg~Charts;Charts/Classes/Charts/BarLineChartViewBase.swift;Source/Charts/Charts/BarLineChartViewBase.swift
Swift/ChartsOrg~Charts;Charts/Classes/Renderers/PieChartRenderer.swift;Source/Charts/Renderers/PieChartRenderer.swift
Swift/CosmicMind~Material;Sources/iOS/NavigationDrawerController.swift;Sources/iOS/NavigationDrawer/NavigationDrawerController.swift
Swift/exelban~stats;StatsKit/Charts.swift;Kit/plugins/Charts.swift
Swift/hackiftekhar~IQKeyboardManager;IQKeyBoardManager/IQKeyboardManager.m;IQKeyboardManager/IQKeyboardManager.m
Swift/iina~iina;mpvx/AppDelegate.swift;iina/AppDelegate.swift
Swift/iina~iina;mpvx/MPVController.swift;iina/MPVController.swift
Swift/iina~iina;mpvx/MPVOption.swift;iina/MPVOption.swift
Swift/iina~iina;mpvx/MainWindowController.swift;iina/MainWindowController.swift
Swift/iina~iina;mpvx/MenuController.swift;iina/MenuController.swift
Swift/iina~iina;mpvx/PlayerCore.swift;iina/PlayerCore.swift
Swift/iina~iina;mpvx/PlaylistViewController.swift;iina/PlaylistViewController.swift
Swift/iina~iina;mpvx/Preference.swift;iina/Preference.swift
Swift/iina~iina;mpvx/QuickSettingViewController.swift;iina/QuickSettingViewController.swift
Swift/JohnCoates~Aerial;Aerial/AerialView.swift;Aerial/Source/Views/AerialView.swift
Swift/Moya~Moya;Tests/MoyaProviderSpec.swift;Tests/MoyaTests/MoyaProviderSpec.swift
Swift/mozilla-mobile~firefox-ios;Client/Application/AccessibilityIdentifiers.swift;firefox-ios/Client/Application/AccessibilityIdentifiers.swift
Swift/mozilla-mobile~firefox-ios;Client/Coordinators/Browser/BrowserCoordinator.swift;firefox-ios/Client/Coordinators/Browser/BrowserCoordinator.swift
Swift/mozilla-mobile~firefox-ios;firefox-ios/Tests/ClientTests/Coordinators/BrowserCoordinatorTests.swift;firefox-ios/firefox-ios-tests/Tests/ClientTests/Coordinators/BrowserCoordinatorTests.swift
Swift/mozilla-mobile~firefox-ios;Storage/SQL/BrowserSchema.swift;firefox-ios/Storage/SQL/BrowserSchema.swift
Swift/mozilla-mobile~firefox-ios;Client/Frontend/Browser/BrowserViewController/Extensions/BrowserViewController+WebViewDelegates.swift;firefox-ios/Client/Frontend/Browser/BrowserViewController/Extensions/BrowserViewController+WebViewDelegates.swift
Swift/mozilla-mobile~firefox-ios;Client/Assets/CC_Script/CreditCardRuleset.sys.mjs;firefox-ios/Client/Assets/CC_Script/CreditCardRuleset.sys.mjs
Swift/mozilla-mobile~firefox-ios;BrowserKit/Sources/Common/Extensions/EffectiveTLDNames.swift;BrowserKit/Sources/Common/Constants/EffectiveTLDNames.swift
Swift/mozilla-mobile~firefox-ios;Client/Assets/CC_Script/FormAutofillUtils.sys.mjs;firefox-ios/Client/Assets/CC_Script/FormAutofillUtils.sys.mjs
Swift/mozilla-mobile~firefox-ios;firefox-ios/Tests/XCUITests/FxScreenGraph.swift;firefox-ios/firefox-ios-tests/Tests/XCUITests/FxScreenGraph.swift
Swift/mozilla-mobile~firefox-ios;Client/Frontend/Library/HistoryPanel/HistoryPanel.swift;firefox-ios/Client/Frontend/Library/HistoryPanel/HistoryPanel.swift
Swift/mozilla-mobile~firefox-ios;firefox-ios/Client/Frontend/Home/HomepageViewController.swift;firefox-ios/Client/Frontend/Home/LegacyHomepageViewController.swift
Swift/mozilla-mobile~firefox-ios;Client/TabManagement/Legacy/LegacyTabManager.swift;firefox-ios/Client/TabManagement/Legacy/LegacyTabManager.swift
Swift/mozilla-mobile~firefox-ios;Storage/Rust/RustLogins.swift;firefox-ios/Storage/Rust/RustLogins.swift
Swift/mozilla-mobile~firefox-ios;firefox-ios/Client/Frontend/Browser/SearchViewController.swift;firefox-ios/Client/Frontend/Browser/Search/SearchViewController.swift
Swift/mozilla-mobile~firefox-ios;Client/Frontend/Settings/SettingsTableViewController.swift;firefox-ios/Client/Frontend/Settings/SettingsTableViewController.swift
Swift/mozilla-mobile~firefox-ios;BrowserKit/Sources/Shared/Strings.swift;firefox-ios/Shared/Strings.swift
Swift/mozilla-mobile~firefox-ios;Storage/ThirdParty/SwiftData.swift;firefox-ios/Storage/ThirdParty/SwiftData.swift
Swift/mozilla-mobile~firefox-ios;Client/TabManagement/Tab.swift;firefox-ios/Client/TabManagement/Tab.swift
Swift/mozilla-mobile~firefox-ios;Client/Frontend/Browser/Tabs/Middleware/TabManagerMiddleware.swift;firefox-ios/Client/Frontend/Browser/Tabs/Middleware/TabManagerMiddleware.swift
Swift/mozilla-mobile~firefox-ios;firefox-ios/Tests/ClientTests/TabManagement/TabManagerTests.swift;firefox-ios/firefox-ios-tests/Tests/ClientTests/TabManagement/TabManagerTests.swift
Swift/mozilla-mobile~firefox-ios;Client/Telemetry/TelemetryWrapper.swift;firefox-ios/Client/Telemetry/TelemetryWrapper.swift
Swift/mozilla-mobile~firefox-ios;firefox-ios/Tests/ClientTests/TelemetryWrapperTests.swift;firefox-ios/firefox-ios-tests/Tests/ClientTests/TelemetryWrapperTests.swift
Swift/mozilla-mobile~firefox-ios;focus-ios/Blockzilla/UIComponents/URLBar.swift;focus-ios/Blockzilla/UIComponents/URLBar/URLBar.swift
Swift/mozilla-mobile~firefox-ios;Client/Frontend/Toolbar+URLBar/URLBarView.swift;firefox-ios/Client/Frontend/Toolbar+URLBar/URLBarView.swift
Swift/mozilla-mobile~firefox-ios;Client/Assets/CC_Script/fathom.mjs;firefox-ios/Client/Assets/CC_Script/fathom.mjs
Swift/onevcat~Kingfisher;Sources/ImageCache.swift;Sources/Cache/ImageCache.swift
Swift/onevcat~Kingfisher;KingfisherTests/ImageCacheTests.swift;Tests/KingfisherTests/ImageCacheTests.swift
Swift/onevcat~Kingfisher;KingfisherTests/ImageViewExtensionTests.swift;Tests/KingfisherTests/ImageViewExtensionTests.swift
Swift/onevcat~Kingfisher;KingfisherTests/KingfisherManagerTests.swift;Tests/KingfisherTests/KingfisherManagerTests.swift
Swift/ReactiveX~RxSwift;RxTests/RxCocoaTests/KVOObservableTests.swift;Tests/RxCocoaTests/KVOObservableTests.swift
Swift/ReactiveX~RxSwift;Tests/RxSwiftTests/Observable+MultipleTest+CombineLatest.swift;Tests/RxSwiftTests/Observable+CombineLatestTests+arity.swift
Swift/ReactiveX~RxSwift;Tests/RxSwiftTests/Observable+MultipleTest3.swift;Tests/RxSwiftTests/Observable+CombineLatestTests.swift
Swift/ReactiveX~RxSwift;Tests/RxSwiftTests/Observable+BindingTest.swift;Tests/RxSwiftTests/Observable+MulticastTests.swift
Swift/ReactiveX~RxSwift;Tests/RxSwiftTests/Observable+MultipleTest+Zip.swift;Tests/RxSwiftTests/Observable+ZipTests+arity.swift
Swift/ReactiveX~RxSwift;RxTests/RxCocoaTests/SentMessageTest.swift;Tests/RxCocoaTests/SentMessageTest.swift
Swift/ReactiveX~RxSwift;Sources/AllTests/main.swift;Sources/AllTestz/main.swift
Swift/realm~SwiftLint;Tests/SwiftLintFrameworkTests/GeneratedTests.swift;Tests/GeneratedTests/GeneratedTests.swift
Swift/SwiftyJSON~SwiftyJSON;Source/SwiftyJSON.swift;Source/SwiftyJSON/SwiftyJSON.swift
Swift/utmapp~UTM;Configuration/UTMQemuConstantsGenerated.swift;Configuration/QEMUConstantGenerated.swift
Swift/utmapp~UTM;Managers/UTMAppleVirtualMachine.swift;Services/UTMAppleVirtualMachine.swift
Swift/utmapp~UTM;Managers/UTMQemuVirtualMachine.swift;Services/UTMQemuVirtualMachine.swift
Swift/vapor~vapor;Sources/Vapor/HTTP/HTTPMediaType.swift;Sources/Vapor/HTTP/Headers/HTTPMediaType.swift
Swift/vapor~vapor;Tests/Vapor/ValidationTests.swift;Tests/VaporTests/ValidationTests.swift
TypeScript/angular~angular;modules/@angular/core/test/animation/animation_integration_spec.ts;packages/core/test/animation/animation_integration_spec.ts
TypeScript/angular~angular;packages/platform-browser/animations/test/dsl/animation_spec.ts;packages/animations/browser/test/dsl/animation_spec.ts
TypeScript/angular~angular;modules/@angular/router/test/apply_redirects.spec.ts;packages/router/test/apply_redirects.spec.ts
TypeScript/angular~angular;modules/@angular/core/test/linker/change_detection_integration_spec.ts;packages/core/test/linker/change_detection_integration_spec.ts
TypeScript/angular~angular;modules/@angular/language-service/src/completions.ts;packages/language-service/src/completions.ts
TypeScript/angular~angular;modules/@angular/language-service/test/completions_spec.ts;packages/language-service/test/completions_spec.ts
TypeScript/angular~angular;modules/playground/src/routing/data.ts;modules/playground/src/routing/app/data.ts
TypeScript/angular~angular;modules/@angular/core/test/debug/debug_node_spec.ts;packages/core/test/debug/debug_node_spec.ts
TypeScript/angular~angular;packages/upgrade/test/static/integration/downgrade_module_spec.ts;packages/upgrade/static/test/integration/downgrade_module_spec.ts
TypeScript/angular~angular;modules/@angular/forms/test/form_array_spec.ts;packages/forms/test/form_array_spec.ts
TypeScript/angular~angular;modules/@angular/forms/test/form_control_spec.ts;packages/forms/test/form_control_spec.ts
TypeScript/angular~angular;modules/@angular/forms/test/form_group_spec.ts;packages/forms/test/form_group_spec.ts
TypeScript/angular~angular;packages/platform-server/test/hydration_spec.ts;packages/platform-server/test/full_app_hydration_spec.ts
TypeScript/angular~angular;modules/@angular/compiler/test/ml_parser/html_parser_spec.ts;packages/compiler/test/ml_parser/html_parser_spec.ts
TypeScript/angular~angular;packages/compiler-cli/src/ngtsc/typecheck/test/test_utils.ts;packages/compiler-cli/src/ngtsc/typecheck/testing/index.ts
TypeScript/angular~angular;devtools/projects/ng-devtools/src/lib/devtools-tabs/injector-tree/injector-tree.spec.ts;devtools/projects/ng-devtools/src/lib/devtools-tabs/injector-tree/injector-tree-fns.spec.ts
TypeScript/angular~angular;modules/@angular/router/test/integration.spec.ts;packages/router/test/integration.spec.ts
TypeScript/angular~angular;modules/@angular/platform-server/test/integration_spec.ts;packages/platform-server/test/integration_spec.ts
TypeScript/angular~angular;modules/@angular/compiler/src/ml_parser/lexer.ts;packages/compiler/src/ml_parser/lexer.ts
TypeScript/angular~angular;modules/@angular/compiler/test/ml_parser/lexer_spec.ts;packages/compiler/test/ml_parser/lexer_spec.ts
TypeScript/angular~angular;modules/@angular/core/test/linker/ng_module_integration_spec.ts;packages/core/test/linker/ng_module_integration_spec.ts
TypeScript/angular~angular;packages/common/test/directives/ng_image_spec.ts;packages/common/test/directives/ng_optimized_image_spec.ts
TypeScript/angular~angular;modules/@angular/core/test/zone/ng_zone_spec.ts;packages/core/test/zone/ng_zone_spec.ts
TypeScript/angular~angular;modules/@angular/compiler/src/output/output_ast.ts;packages/compiler/src/output/output_ast.ts
TypeScript/angular~angular;modules/@angular/compiler/test/expression_parser/parser_spec.ts;packages/compiler/test/expression_parser/parser_spec.ts
TypeScript/angular~angular;modules/@angular/core/test/linker/projection_integration_spec.ts;packages/core/test/linker/projection_integration_spec.ts
TypeScript/angular~angular;modules/@angular/core/test/linker/query_integration_spec.ts;packages/core/test/linker/query_integration_spec.ts
TypeScript/angular~angular;modules/@angular/forms/test/reactive_integration_spec.ts;packages/forms/test/reactive_integration_spec.ts
TypeScript/angular~angular;packages/language-service/ivy/test/references_and_rename_spec.ts;packages/language-service/test/references_and_rename_spec.ts
TypeScript/angular~angular;modules/@angular/forms/test/template_integration_spec.ts;packages/forms/test/template_integration_spec.ts
TypeScript/angular~angular;packages/language-service/ivy/test/legacy/template_target_spec.ts;packages/language-service/test/legacy/template_target_spec.ts
TypeScript/angular~angular;modules/@angular/platform-browser/test/testing_public_spec.ts;packages/platform-browser/test/testing_public_spec.ts
TypeScript/angular~angular;packages/upgrade/test/static/integration/upgrade_component_spec.ts;packages/upgrade/static/test/integration/upgrade_component_spec.ts
TypeScript/angular~angular;packages/upgrade/test/dynamic/upgrade_spec.ts;packages/upgrade/src/dynamic/test/upgrade_spec.ts
TypeScript/angular~angular;modules/@angular/core/test/linker/view_injector_integration_spec.ts;packages/core/test/linker/view_injector_integration_spec.ts
TypeScript/angular~angular;.yarn/releases/yarn-1.22.19.cjs;.yarn/releases/yarn-1.22.22.cjs
TypeScript/ant-design~ant-design;components/table/__tests__/Table.filter.test.js;components/table/__tests__/Table.filter.test.tsx
TypeScript/ant-design~ant-design;components/table/__tests__/Table.rowSelection.test.js;components/table/__tests__/Table.rowSelection.test.tsx
TypeScript/ant-design~ant-design;components/table/__tests__/Table.sorter.test.js;components/table/__tests__/Table.sorter.test.tsx
TypeScript/ant-design~ant-design;components/menu/__tests__/index.test.js;components/menu/__tests__/index.test.tsx
TypeScript/ant-design~ant-design;components/upload/__tests__/uploadlist.test.js;components/upload/__tests__/uploadlist.test.tsx
TypeScript/apache~echarts;src/chart/bar/BarView.js;src/chart/bar/BarView.ts
TypeScript/apache~echarts;src/data/DataStorage.ts;src/data/DataStore.ts
TypeScript/apache~echarts;src/chart/line/LineView.js;src/chart/line/LineView.ts
TypeScript/apache~echarts;src/component/tooltip/TooltipView.js;src/component/tooltip/TooltipView.ts
TypeScript/apache~superset;superset-frontend/src/views/CRUD/alert/AlertReportModal.tsx;superset-frontend/src/features/alerts/AlertReportModal.tsx
TypeScript/apache~superset;superset-frontend/src/dashboard/components/nativeFilters/FilterConfigModal/FilterConfigForm.tsx;superset-frontend/src/dashboard/components/nativeFilters/FiltersConfigModal/FiltersConfigForm/FiltersConfigForm.tsx
TypeScript/apache~superset;superset-frontend/temporary_superset_ui/superset-ui/plugins/legacy-preset-chart-nvd3/src/NVD3Vis.js;superset-frontend/plugins/legacy-preset-chart-nvd3/src/NVD3Vis.js
TypeScript/apache~superset;superset-frontend/temporary_superset_ui/superset-ui/plugins/plugin-chart-table/src/TableChart.tsx;superset-frontend/plugins/plugin-chart-table/src/TableChart.tsx
TypeScript/apache~superset;superset-frontend/temporary_superset_ui/superset-ui/plugins/legacy-plugin-chart-calendar/src/vendor/cal-heatmap.js;superset-frontend/plugins/legacy-plugin-chart-calendar/src/vendor/cal-heatmap.js
TypeScript/apache~superset;tests/reports/commands_tests.py;tests/integration_tests/reports/commands_tests.py
TypeScript/apache~superset;superset/data/countries.py;superset/examples/countries.py
TypeScript/apache~superset;superset-frontend/temporary_superset_ui/superset-ui/plugins/legacy-plugin-chart-parallel-coordinates/src/vendor/parcoords/d3.parcoords.js;superset-frontend/plugins/legacy-plugin-chart-parallel-coordinates/src/vendor/parcoords/d3.parcoords.js
TypeScript/apache~superset;superset-frontend/cypress-base/cypress/integration/dashboard/editmode.test.ts;superset-frontend/cypress-base/cypress/e2e/dashboard/editmode.test.ts
TypeScript/apache~superset;superset-frontend/src/views/CRUD/data/database/DatabaseModal/index.test.tsx;superset-frontend/src/features/databases/DatabaseModal/index.test.tsx
TypeScript/apache~superset;superset/security.py;superset/security/manager.py
TypeScript/apache~superset;tests/security_tests.py;tests/integration_tests/security_tests.py
TypeScript/apache~superset;superset-frontend/temporary_superset_ui/superset-ui/plugins/plugin-chart-echarts/test/utils/series.test.ts;superset-frontend/plugins/plugin-chart-echarts/test/utils/series.test.ts
TypeScript/apache~superset;tests/unit_tests/charts/test_post_processing.py;tests/unit_tests/charts/test_client_processing.py
TypeScript/apache~superset;caravel/viz.py;superset/viz.py
TypeScript/babel~babel;packages/babel-types/src/definitions/core.js;packages/babel-types/src/definitions/core.ts
TypeScript/babel~babel;packages/babel-helper-create-class-features-plugin/src/decorators.js;packages/babel-helper-create-class-features-plugin/src/decorators.ts
TypeScript/babel~babel;packages/babel-parser/src/parser/expression.js;packages/babel-parser/src/parser/expression.ts
TypeScript/babel~babel;packages/babel-helper-create-class-features-plugin/src/fields.js;packages/babel-helper-create-class-features-plugin/src/fields.ts
TypeScript/babel~babel;packages/babel-helpers/src/helpers-generated.js;packages/babel-helpers/src/helpers-generated.ts
TypeScript/babel~babel;packages/babel-types/src/validators/generated/index.js;packages/babel-types/src/validators/generated/index.ts
TypeScript/babel~babel;packages/babel-generator/src/printer.js;packages/babel-generator/src/printer.ts
TypeScript/babel~babel;packages/babel-parser/src/parser/statement.js;packages/babel-parser/src/parser/statement.ts
TypeScript/babel~babel;packages/babel-parser/src/types.js;packages/babel-parser/src/types.ts
TypeScript/babel~babel;packages/babel-traverse/src/path/generated/validators.ts;packages/babel-traverse/src/path/generated/validators.d.ts
TypeScript/babel~babel;eslint/babel-eslint-tests/test/integration/eslint/eslint.js;eslint/babel-eslint-tests/test/integration/eslint/verify.js
TypeScript/excalidraw~excalidraw;src/actions/actionProperties.tsx;packages/excalidraw/actions/actionProperties.tsx
TypeScript/excalidraw~excalidraw;src/element/binding.ts;packages/excalidraw/element/binding.ts
TypeScript/excalidraw~excalidraw;src/tests/history.test.tsx;packages/excalidraw/tests/history.test.tsx
TypeScript/excalidraw~excalidraw;src/components/icons.tsx;packages/excalidraw/components/icons.tsx
TypeScript/excalidraw~excalidraw;packages/excalidraw/example/initialData.tsx;examples/excalidraw/initialData.tsx
TypeScript/excalidraw~excalidraw;packages/excalidraw/renderer/renderScene.ts;packages/excalidraw/renderer/interactiveScene.ts
TypeScript/excalidraw~excalidraw;src/tests/linearElementEditor.test.tsx;packages/excalidraw/tests/linearElementEditor.test.tsx
TypeScript/excalidraw~excalidraw;src/element/linearElementEditor.ts;packages/excalidraw/element/linearElementEditor.ts
TypeScript/excalidraw~excalidraw;src/tests/resize.test.tsx;packages/excalidraw/tests/resize.test.tsx
TypeScript/excalidraw~excalidraw;src/element/resizeElements.ts;packages/excalidraw/element/resizeElements.ts
TypeScript/excalidraw~excalidraw;src/snapping.ts;packages/excalidraw/snapping.ts
TypeScript/excalidraw~excalidraw;src/element/textWysiwyg.test.tsx;packages/excalidraw/element/textWysiwyg.test.tsx
TypeScript/excalidraw~excalidraw;src/data/transform.test.ts;packages/excalidraw/data/transform.test.ts
TypeScript/excalidraw~excalidraw;packages/excalidraw/fonts/wasm/woff2-bindings.ts;packages/excalidraw/subset/woff2/woff2-bindings.ts
TypeScript/excalidraw~excalidraw;src/tests/zindex.test.tsx;packages/excalidraw/tests/zindex.test.tsx
TypeScript/FuelLabs~fuels-ts;packages/contract/src/__test__/contract.test.ts;packages/fuel-gauge/src/contract.test.ts
TypeScript/FuelLabs~fuels-ts;packages/wordlists/src/words/english.ts;packages/account/src/wordlists/words/english.ts
TypeScript/FuelLabs~fuels-ts;packages/providers/test/provider.test.ts;packages/account/src/providers/provider.test.ts
TypeScript/FuelLabs~fuels-ts;packages/providers/src/provider.ts;packages/account/src/providers/provider.ts
TypeScript/grafana~grafana;public/app/features/dashboard/specs/dashboard_migration.test.ts;public/app/features/dashboard/state/DashboardMigrator.test.ts
TypeScript/grafana~grafana;public/app/features/dashboard/dashboard_migration.ts;public/app/features/dashboard/state/DashboardMigrator.ts
TypeScript/grafana~grafana;public/app/features/dashboard/specs/dashboard_model.test.ts;public/app/features/dashboard/state/DashboardModel.test.ts
TypeScript/grafana~grafana;public/app/features/dashboard/dashboard_model.ts;public/app/features/dashboard/state/DashboardModel.ts
TypeScript/grafana~grafana;public/app/plugins/datasource/elasticsearch/specs/elastic_response.test.ts;public/app/plugins/datasource/elasticsearch/ElasticResponse.test.ts
TypeScript/grafana~grafana;public/app/features/explore/Logs.tsx;public/app/features/explore/Logs/Logs.tsx
TypeScript/grafana~grafana;public/app/plugins/datasource/grafana-azure-monitor-datasource/azure_monitor/azure_monitor_datasource.test.ts;public/app/plugins/datasource/azuremonitor/azure_monitor/azure_monitor_datasource.test.ts
TypeScript/grafana~grafana;public/app/plugins/datasource/testdata/testData/flameGraphResponse.ts;public/app/plugins/datasource/grafana-testdata-datasource/testData/flameGraphResponse.ts
TypeScript/grafana~grafana;pkg/services/dashboards/service/folder_service_test.go;pkg/services/folder/folderimpl/folder_test.go
TypeScript/grafana~grafana;public/app/plugins/panel/graph/specs/graph.jest.ts;public/app/plugins/panel/graph/specs/graph.test.ts
TypeScript/grafana~grafana;packages/grafana-data/src/transformations/transformers/seriesToColumns.test.ts;packages/grafana-data/src/transformations/transformers/joinByField.test.ts
TypeScript/grafana~grafana;public/vendor/jquery/jquery.flot.js;public/vendor/flot/jquery.flot.js
TypeScript/grafana~grafana;public/app/core/logsModel.test.ts;public/app/features/logs/logsModel.test.ts
TypeScript/grafana~grafana;public/app/core/logsModel_parse.test.ts;public/app/features/logs/logsModel_parse.test.ts
TypeScript/grafana~grafana;pkg/services/ngalert/tests/manager_test.go;pkg/services/ngalert/state/manager_test.go
TypeScript/grafana~grafana;public/app/plugins/panel/graph3/migrations.test.ts;public/app/plugins/panel/timeseries/migrations.test.ts
TypeScript/grafana~grafana;pkg/apis/common/v0alpha1/zz_generated.openapi.go;pkg/apimachinery/apis/common/v0alpha1/zz_generated.openapi.go
TypeScript/hoppscotch~hoppscotch;packages/hoppscotch-app/src/newstore/collections.ts;packages/hoppscotch-common/src/newstore/collections.ts
TypeScript/ionic-team~ionic-framework;packages/core/src/components.d.ts;core/src/components.d.ts
TypeScript/ionic-team~ionic-framework;packages/core/src/components/datetime/datetime.tsx;core/src/components/datetime/datetime.tsx
TypeScript/ionic-team~ionic-framework;angular/src/directives/proxies.ts;packages/angular/src/directives/proxies.ts
TypeScript/jestjs~jest;packages/jest-transform/src/__tests__/script_transformer.test.ts;packages/jest-transform/src/__tests__/ScriptTransformer.test.ts
TypeScript/jestjs~jest;packages/jest-diff/src/__tests__/diff.test.js;packages/jest-diff/src/__tests__/diff.test.ts
TypeScript/jestjs~jest;packages/jest-mock/src/__tests__/jest_mock.test.js;packages/jest-mock/src/__tests__/index.test.ts
TypeScript/jestjs~jest;packages/jest-fake-timers/src/__tests__/jestFakeTimers.test.ts;packages/jest-fake-timers/src/__tests__/legacyFakeTimers.test.ts
TypeScript/jestjs~jest;packages/jest-fake-timers/src/__tests__/fakeTimersLolex.test.ts;packages/jest-fake-timers/src/__tests__/modernFakeTimers.test.ts
TypeScript/jestjs~jest;packages/jest-config/src/__tests__/normalize.test.js;packages/jest-config/src/__tests__/normalize.test.ts
TypeScript/jestjs~jest;packages/jest-config/src/normalize.js;packages/jest-config/src/normalize.ts
TypeScript/jestjs~jest;packages/expect/src/__tests__/spyMatchers.test.js;packages/expect/src/__tests__/spyMatchers.test.ts
TypeScript/jestjs~jest;packages/expect/src/spyMatchers.js;packages/expect/src/spyMatchers.ts
TypeScript/microsoft~playwright;tests/browsercontext-fetch.spec.ts;tests/library/browsercontext-fetch.spec.ts
TypeScript/microsoft~playwright;packages/protocol/src/channels.ts;packages/protocol/src/channels.d.ts
